volume,issn,id,type,pages,title,authors,number,url,year,doi
13,1878-5166,10.1007/s13164-021-00604-y,article,829--857,From Generative Models to Generative Passages: A Computational Approach to (Neuro) Phenomenology,"Maxwell J. D. Ramstead, Anil K. Seth, Casper Hesp, Lars Sandved-Smith, Jonas Mago, Michael Lifshitz, Giuseppe Pagnoni, Ryan Smith, Guillaume Dumas, Antoine Lutz, Karl Friston, Axel Constant",4,https://doi.org/10.1007/s13164-021-00604-y,2022,10.1007/s13164-021-00604-y
14,1879-4920,10.1007/s13194-024-00572-x,article,13,How interdisciplinary researchers see themselves: plurality of understandings of interdisciplinarity within a field and why it matters,"Jaana Eigi-Watkin, Katrin Velbaum, Edit Talpsepp, Endla Lõhkivi",1,https://doi.org/10.1007/s13194-024-00572-x,2024,10.1007/s13194-024-00572-x
14,1879-4920,10.1007/s13194-024-00618-0,article,55,Research labs as distributed cognitive-cultural systems,Nancy J. Nersessian,4,https://doi.org/10.1007/s13194-024-00618-0,2024,10.1007/s13194-024-00618-0
35,1610-1987,10.1007/s13218-021-00729-3,article,181--189,Neural Network Construction Practices in Elementary School,"Gilad Shamir, Ilya Levin",2,https://doi.org/10.1007/s13218-021-00729-3,2021,10.1007/s13218-021-00729-3
36,1610-1987,10.1007/s13218-021-00750-6,article,35--46,Primary Mathematics Teachers’ Understanding of Computational Thinking,"Siri Krogh Nordby, Annette Hessen Bjerke, Louise Mifsud",1,https://doi.org/10.1007/s13218-021-00750-6,2022,10.1007/s13218-021-00750-6
36,1610-1987,10.1007/s13218-021-00751-5,article,5--16,"Survey: Artificial Intelligence, Computational Thinking and Learning","Nina Bonderup Dohn, Yasmin Kafai, Anders Mørch, Marco Ragni",1,https://doi.org/10.1007/s13218-021-00751-5,2022,10.1007/s13218-021-00751-5
36,1610-1987,10.1007/s13218-021-00752-4,article,47--57,What is the Problem? A Situated Account of Computational Thinking as Problem-Solving in Two Danish Preschools,Ane Bjerre Odgaard,1,https://doi.org/10.1007/s13218-021-00752-4,2022,10.1007/s13218-021-00752-4
36,1610-1987,10.1007/s13218-021-00753-3,article,73--81,Programming and Computational Thinking in Mathematics Education,"Andreas Lindenskov Tamborg, Raimundo Elicer, Daniel Spikol",1,https://doi.org/10.1007/s13218-021-00753-3,2022,10.1007/s13218-021-00753-3
36,1610-1987,10.1007/s13218-022-00756-8,article,59--68,The Cyber Weapon: Decomposing Puzzles in Unplugged Computational Thinking Practices with Computational Objects,Roland Hachmann,1,https://doi.org/10.1007/s13218-022-00756-8,2022,10.1007/s13218-022-00756-8
36,1610-1987,10.1007/s13218-022-00759-5,article,185--185,Correction to: Computational Thinking as a Social Movement,"Anders Mørch, Yasmin Kafai",2,https://doi.org/10.1007/s13218-022-00759-5,2022,10.1007/s13218-022-00759-5
15,1869-5469,10.1007/s13278-025-01428-9,article,4,"Large language models (LLM) in computational social science: prospects, current state, and challenges","Surendrabikram Thapa, Shuvam Shiwakoti, Siddhant Bikram Shah, Surabhi Adhikari, Hariram Veeramani, Mehwish Nasim, Usman Naseem",1,https://doi.org/10.1007/s13278-025-01428-9,2025,10.1007/s13278-025-01428-9
36,2210-5441,10.1007/s13347-023-00623-w,article,22,Refining Technopoiesis: Measures and Measuring Thinking in Ancient China,Shan Wu,2,https://doi.org/10.1007/s13347-023-00623-w,2023,10.1007/s13347-023-00623-w
37,2210-5441,10.1007/s13347-024-00701-7,article,14,ChatGPT and the Technology-Education Tension: Applying Contextual Virtue Epistemology to a Cognitive Artifact,Guido Cassinadri,1,https://doi.org/10.1007/s13347-024-00701-7,2024,10.1007/s13347-024-00701-7
37,2210-5441,10.1007/s13347-024-00705-3,article,21,Algorithms Don’t Have A Future: On the Relation of Judgement and Calculation,Daniel Stader,1,https://doi.org/10.1007/s13347-024-00705-3,2024,10.1007/s13347-024-00705-3
37,2210-5441,10.1007/s13347-024-00740-0,article,49,"The Age of the Intelligent Machine: Singularity, Efficiency, and Existential Peril",Alexander Amigud,2,https://doi.org/10.1007/s13347-024-00740-0,2024,10.1007/s13347-024-00740-0
48,2191-4281,10.1007/s13369-022-07466-1,article,10125--10152,A Modified Binary Rat Swarm Optimization Algorithm for Feature Selection in Arabic Sentiment Analysis,"Hichem Rahab, Hichem Haouassi, Mohammed El Habib Souidi, Abdelaali Bakhouche, Rafik Mahdaoui, Maamar Bekhouche",8,https://doi.org/10.1007/s13369-022-07466-1,2023,10.1007/s13369-022-07466-1
52,2210-5328,10.1007/s13384-024-00742-z,article,803--839,Moving beyond the rhetoric: integrating coding into the English curriculum in Australian primary schools,"Karen Woo, Garry Falloon",1,https://doi.org/10.1007/s13384-024-00742-z,2025,10.1007/s13384-024-00742-z
52,2210-5328,10.1007/s13384-024-00762-9,article,1261--1279,Young children’s computational thinking: educator pedagogy fostering children’s play and learning with a tangible coding device,"Karen Murcia, Emma Cross, Geoffrey Lowe",2,https://doi.org/10.1007/s13384-024-00762-9,2025,10.1007/s13384-024-00762-9
,2210-5328,10.1007/s13384-024-00785-2,article,,From conception to fruition: Co-designing a digital exhibit incorporating embodied cognition to encourage young children’s computational thinking in a Science Discovery Centre,"Karen Murcia, Geoffrey Lowe, Myrto Mavilidi, Emma Cross, Michelle De Kok, William Peng",,https://doi.org/10.1007/s13384-024-00785-2,2024,10.1007/s13384-024-00785-2
36,2211-050X,10.1007/s13394-023-00452-2,article,399--423,Examining fifth graders’ conceptual understanding of numbers and operations using an online three-tier test,"Iwan A. J. Sianturi, Zaleha Ismail, Der-Ching Yang",2,https://doi.org/10.1007/s13394-023-00452-2,2024,10.1007/s13394-023-00452-2
36,2211-050X,10.1007/s13394-023-00462-0,article,609--643,How current perspectives on algorithmic thinking can be applied to students’ engagement in algorithmatizing tasks,Timothy H. Lehmann,3,https://doi.org/10.1007/s13394-023-00462-0,2024,10.1007/s13394-023-00462-0
37,2211-050X,10.1007/s13394-024-00484-2,article,125--160,An empirically validated rational number sense framework,Marios Pittalis,1,https://doi.org/10.1007/s13394-024-00484-2,2025,10.1007/s13394-024-00484-2
,2211-050X,10.1007/s13394-024-00512-1,article,,Primary children learning to address complex problems with non-standard data using a data science perspective,"Katie Makar, Kym Fry, Lyn English",,https://doi.org/10.1007/s13394-024-00512-1,2024,10.1007/s13394-024-00512-1
,2211-050X,10.1007/s13394-025-00517-4,article,,Students’ approaches when capturing change in contextual graphs: a study combining eye tracking and stimulated recall interviews,"Aylin Thomaneck, Maike Vollstedt, Maike Schindler",,https://doi.org/10.1007/s13394-025-00517-4,2025,10.1007/s13394-025-00517-4
14,2093-985X,10.1007/s13534-024-00407-x,article,1335--1346,Computational analysis on 3D airway model of obstructive sleep apnea patient for optimal maxillomandibular advancement,"Kideok Kim, Kunhee Lee, Jiyoung Hwang, Ui-Lyong Lee, Joong Yull Park",6,https://doi.org/10.1007/s13534-024-00407-x,2024,10.1007/s13534-024-00407-x
42,1773-0155,10.1007/s13593-022-00777-5,article,35,A serious game to design integrated crop-livestock system and facilitate change in mindset toward system thinking,"Fernanda Gomes Moojen, Paulo César Faccio Carvalho, Davi Teixeira Santos, Armindo Barth Neto, Paulo Cardozo Vieira, Julie Ryschawy",3,https://doi.org/10.1007/s13593-022-00777-5,2022,10.1007/s13593-022-00777-5
12,2192-6670,10.1007/s13721-023-00426-1,article,32,Using nonlinear analysis and neural network to classify bipolar I disorder electroencephalogram signals from normal electroencephalograms,Junfeng Ma,1,https://doi.org/10.1007/s13721-023-00426-1,2023,10.1007/s13721-023-00426-1
18,1555-5550,10.1007/s13752-022-00407-z,article,175--190,Complexity and the Evolution of Consciousness,Walter Veit,3,https://doi.org/10.1007/s13752-022-00407-z,2023,10.1007/s13752-022-00407-z
,1555-5550,10.1007/s13752-024-00476-2,article,,D’Arcy Thompson and Synthetic Biology—Then and Now,Jamie A. Davies,,https://doi.org/10.1007/s13752-024-00476-2,2024,10.1007/s13752-024-00476-2
14,2192-6395,10.1007/s13753-023-00492-z,article,357--368,The Application of Model-Based Systems Engineering to Rural Healthcare System Disaster Planning: A Scoping Review,"Thomas A. Berg, Kelsi N. Marino, Kristina W. Kintziger",3,https://doi.org/10.1007/s13753-023-00492-z,2023,10.1007/s13753-023-00492-z
81,1976-8524,10.1007/s40042-022-00671-z,article,1300--1313,Principles for the emergence of computational properties in a complex system,"Myoung Won Cho, M. Y. Choi",12,https://doi.org/10.1007/s40042-022-00671-z,2022,10.1007/s40042-022-00671-z
29,2243-7908,10.1007/s40299-019-00442-8,article,9--19,A Content Analysis of Computational Thinking Research: An International Publication Trends and Research Typology,"Kai-Yu Tang, Te-Lien Chou, Chin-Chung Tsai",1,https://doi.org/10.1007/s40299-019-00442-8,2020,10.1007/s40299-019-00442-8
34,2243-7908,10.1007/s40299-024-00858-x,article,337--349,Demographic and Educational Correlation of High School Students’ Computational Thinking Skills: Evidence from Four Chinese Schools,"Yumeng Zhu, Dan Sun, Azzeddine Boudouaia, Chengyuan Jia, Yan Li",1,https://doi.org/10.1007/s40299-024-00858-x,2025,10.1007/s40299-024-00858-x
44,1807-0302,10.1007/s40314-024-02720-8,article,28,Flow in filopodia: re-organization and the representation of biological entities as computational objects,"Thiago Franco Leal, Carlos Antônio Moura, Maurício Vieira Kritz, Andreas Prokop",1,https://doi.org/10.1007/s40314-024-02720-8,2024,10.1007/s40314-024-02720-8
11,2195-7185,10.1007/s40489-023-00369-3,article,843--862,Fostering Computational Thinking and Social-emotional Skills in Children with ADHD and/or ASD: a Scoping Review,"Christina Oswald, Lisa Paleczek, Katharina Maitz, Maximilian Husny, Barbara Gasteiger-Klicpera",4,https://doi.org/10.1007/s40489-023-00369-3,2024,10.1007/s40489-023-00369-3
11,2196-2928,10.1007/s40547-024-00145-2,article,5,Generative AI and Usage in Marketing Classroom,"Min Ding, Songting Dong, Rajdeep Grewal",1,https://doi.org/10.1007/s40547-024-00145-2,2024,10.1007/s40547-024-00145-2
23,1943-4294,10.1007/s40558-020-00180-4,article,69--96,Disintermediation in medical tourism through blockchain technology: an analysis using value-focused thinking approach,"Jay Parekh, Azain Jaffer, Urvi Bhanushali, Shekhar Shukla",1,https://doi.org/10.1007/s40558-020-00180-4,2021,10.1007/s40558-020-00180-4
30,1560-4306,10.1007/s40593-020-00209-z,article,537--580,Domain-Specific Modeling Languages in Computer-Based Learning Environments: a Systematic Approach to Support Science Learning through Computational Modeling,"Nicole M. Hutchins, Gautam Biswas, Ningyu Zhang, Caitlin Snyder, Ákos Lédeczi, Miklós Maróti",4,https://doi.org/10.1007/s40593-020-00209-z,2020,10.1007/s40593-020-00209-z
33,1560-4306,10.1007/s40593-022-00313-2,article,885--928,The Intertwined Histories of Artificial Intelligence and Education,Shayan Doroudi,4,https://doi.org/10.1007/s40593-022-00313-2,2023,10.1007/s40593-022-00313-2
33,1560-4306,10.1007/s40593-022-00316-z,article,929--954,Exploring Gender Differences in Computational Thinking Learning in a VR Classroom: Developing Machine Learning Models Using Eye-Tracking Data and Explaining the Models,"Hong Gao, Lisa Hasenbein, Efe Bozkir, Richard Göllner, Enkelejda Kasneci",4,https://doi.org/10.1007/s40593-022-00316-z,2023,10.1007/s40593-022-00316-z
34,1560-4306,10.1007/s40593-024-00411-3,article,706--731,Transitioning to Online Instructions and COVID-19 Response: A View from Mining Emergent College Students Discourse in Online Discussion Forum,"Yiwen Lin, Nia Nixon",3,https://doi.org/10.1007/s40593-024-00411-3,2024,10.1007/s40593-024-00411-3
,1560-4306,10.1007/s40593-024-00437-7,article,,Using AI to Support Education for Collective Intelligence,"Imogen Casebourne, Shengpeng Shi, Michael Hogan, Wayne Holmes, Tore Hoel, Rupert Wegerif, Li Yuan",,https://doi.org/10.1007/s40593-024-00437-7,2024,10.1007/s40593-024-00437-7
,1560-4306,10.1007/s40593-024-00446-6,article,,How Learners’ Trust Changes in Generative AI over a Semester of Undergraduate Courses,Donggil Song,,https://doi.org/10.1007/s40593-024-00446-6,2024,10.1007/s40593-024-00446-6
45,1742-6316,10.1007/s40656-023-00560-z,article,14,Thinking in 3 dimensions: philosophies of the microenvironment in organoids and organs-on-chip,"Silvia Caianiello, Marta Bertolaso, Guglielmo Militello",2,https://doi.org/10.1007/s40656-023-00560-z,2023,10.1007/s40656-023-00560-z
9,2197-9847,10.1007/s40687-022-00320-8,article,27,Computational graph completion,Houman Owhadi,2,https://doi.org/10.1007/s40687-022-00320-8,2022,10.1007/s40687-022-00320-8
8,2197-9995,10.1007/s40692-020-00177-2,article,213--236,Assessing computational thinking abilities among Singapore secondary students: a Rasch model measurement analysis,"Shiau-Wei Chan, Chee-Kit Looi, Bambang Sumintono",2,https://doi.org/10.1007/s40692-020-00177-2,2021,10.1007/s40692-020-00177-2
8,2197-9995,10.1007/s40692-020-00178-1,article,237--265,"The effect of basic robotic coding in-service training on teachers’ acceptance of technology, self-development, and computational thinking skills in technology use","Recep Çakır, Hüsnü Şahin, Hasan Balci, Mehmet Vergili",2,https://doi.org/10.1007/s40692-020-00178-1,2021,10.1007/s40692-020-00178-1
8,2197-9995,10.1007/s40692-021-00190-z,article,505--525,Effect of Scratch on computational thinking skills of Chinese primary school students,"Bo Jiang, Zhixuan Li",4,https://doi.org/10.1007/s40692-021-00190-z,2021,10.1007/s40692-021-00190-z
9,2197-9995,10.1007/s40692-021-00207-7,article,379--402,A proposed computational thinking teacher development framework for K-12 guided by the TPACK model,"Siu-Cheung Kong, Ming Lai",3,https://doi.org/10.1007/s40692-021-00207-7,2022,10.1007/s40692-021-00207-7
10,2197-9995,10.1007/s40692-022-00236-w,article,433--462,Effect of SRA-programming on computational thinking through different output modalities,"Nardie Fanchamps, Lou Slangen, Marcus Specht, Paul Hennissen",2,https://doi.org/10.1007/s40692-022-00236-w,2023,10.1007/s40692-022-00236-w
10,2197-9995,10.1007/s40692-022-00240-0,article,603--636,A review of using digital game-based learning for preschoolers,"Najmeh Behnamnia, Amirrudin Kamsin, Maizatul Akmar Binti Ismail, Siavash A. Hayati",4,https://doi.org/10.1007/s40692-022-00240-0,2023,10.1007/s40692-022-00240-0
11,2197-9995,10.1007/s40692-023-00284-w,article,921--966,Video games for assessing computational thinking: a systematic literature review,"V. V. Vinu Varghese, V. G. Renumol",3,https://doi.org/10.1007/s40692-023-00284-w,2024,10.1007/s40692-023-00284-w
11,2197-9995,10.1007/s40692-023-00287-7,article,991--1040,Augmented reality applications for mathematical creativity: a systematic review,Flavia Aurelia Hidajat,4,https://doi.org/10.1007/s40692-023-00287-7,2024,10.1007/s40692-023-00287-7
11,2197-9995,10.1007/s40692-023-00300-z,article,1283--1325,Studying the effects of educational games on cultivating computational thinking skills to primary school students: a systematic literature review,"Andreas Giannakoulas, Stelios Xinogalos",4,https://doi.org/10.1007/s40692-023-00300-z,2024,10.1007/s40692-023-00300-z
12,2197-9995,10.1007/s40692-023-00304-9,article,93--131,Artificial intelligence (AI) learning tools in K-12 education: A scoping review,"Iris Heung Yue Yim, Jiahong Su",1,https://doi.org/10.1007/s40692-023-00304-9,2025,10.1007/s40692-023-00304-9
,2197-9995,10.1007/s40692-024-00317-y,article,,Exploring the effect of competing mechanism in an immersive learning game based on augmented reality,"Zehui Zhan, Xinyu Zhou, Shaohua Cai, Xixin Lan",,https://doi.org/10.1007/s40692-024-00317-y,2024,10.1007/s40692-024-00317-y
,2197-9995,10.1007/s40692-024-00321-2,article,,Does constructivism learning approach lead to developing creative thinking skills? The mediating role of online collaborative learning environments,"S. Vijayakumar Bharathi, Mandaar B. Pande",,https://doi.org/10.1007/s40692-024-00321-2,2024,10.1007/s40692-024-00321-2
10,2198-4239,10.1007/s40735-024-00882-w,article,78,Advancements in Corrosion Prevention Techniques,"Hakim Aljibori, Ahmed Al-Amiery, Wan Nor Roslam Isahak",4,https://doi.org/10.1007/s40735-024-00882-w,2024,10.1007/s40735-024-00882-w
11,2198-6053,10.1007/s40747-024-01763-y,article,141,A novel group-based framework for nature-inspired optimization algorithms with adaptive movement behavior,"Adam Robson, Kamlesh Mistry, Wai-Lok Woo",2,https://doi.org/10.1007/s40747-024-01763-y,2025,10.1007/s40747-024-01763-y
6,2199-3254,10.1007/s40751-019-00056-1,article,52--90,Pre-Service Teacher’s Use of Block-Based Programming and Computational Thinking to Teach Elementary Mathematics,"Cory Gleasman, ChanMin Kim",1,https://doi.org/10.1007/s40751-019-00056-1,2020,10.1007/s40751-019-00056-1
